hts10,hs6,description,short_description,quantity_unit_1,quantity_unit_2,sitc,end_use,naics,hts_vintage,scope,scope_basis
7304296130,730429,"TUBING, SEAMLESS, OIL OR GAS DRILLING, OF OTHER ALLOY STEEL NOT STAINLESS, OUTSIDE DIAMETER NOT OVER 114.3MM, WALL THICKNESS OVER 9.5MM","TUBING,SEMLS,OIL/GAS,ALY NT STN,DIA<114.3,TH>9.5MM",KG,,67913,21000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304296145,730429,"TUBING, SEAMLESS, OIL OR GAS DRILLING, OF OTHER ALLOY STEEL NOT STAINLESS, OUTSIDE DIAMETER OVER 114.3MM BUT LESS THAN 215.9MM","TUBING,SEMLS,OIL/GAS,OTH ALY,DIA 114.3MM - 215.9MM",KG,,67913,21000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304296160,730429,"TUBING, SEAMLESS, OIL OR GAS DRILLING, OF OTHER ALLOY STEEL NOT STAINLESS, OUTSIDE DIAMETER 215.9MM OR MORE BUT NOT OVER 406.4MM","TUBING,SEMLS,OIL/GAS,OTH ALY,DIAM 215.9MM-406.4MM",KG,,67913,21000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304296175,730429,"TUBING, SEAMLESS, OIL OR GAS DRILLING, OF OTHER ALLOY STEEL NOT STAINLESS, OUTSIDE DIAMETER OVER 406.4MM","TUBING,SEMLES,OIL/GAS,ALLOY NOT STN,DIAM>406.4MM",KG,,67913,21000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304313000,730431,"HOLLOW BARS, SEAMLESS, NESOI, OF IRON (OTHER THAN CAST IRON) OR NONALLOY STEEL, CIRCULAR CROSS SECTION, COLD-DRAWN OR COLD-ROLLED","HOLLOW BARS,SMLS,NESOI,IRN/STL,CIRCS,COLD-DRWN/ROL",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304316010,730431,"TUBES, PIPES AND HOLLOW PROFILES, SMLS, NESOI, IRN OR NONAL STL, CIRCCROSS SEC, COLD-DRAWN OR COLD-ROLLED SUITABLE FOR USE IN BOILERS, HEATERS, ETC","TUBES,PIPE,HOLOW PROFILE,SMLS,NESOI,IRN/STL,BOILER",KG,,67914,21180,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304316050,730431,"TUBES, PIPES, HOLLOW PROFILES, NESOI, SMLS, IRN/NONALY STL, CIRCULAR CROSS SECTION, COLD-DRAWN OR COLD-ROLLED, NOT SUITABLE FOR USE IN BOILERS, ETC","TUBES,PIPE,HOLLO PROFIL,SMLS,IRN/STL,CIR SEC,NESOI",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390002,730439,"OTH SEAMLESS TUBES, PIPES, HOLLOW PROF., IRON/NONALLOY STL, CIRCULAR X-SECTION, NT CLD-TREATED, FOR BOILERS, SUPRHTRS, ETC; OUTSIDE DIAM LS THN 38.1MM","TUBS,PIPE,HOLOW PROFIL,SMLS,IRN/STL,BOIL,LT 38.1MM",KG,,67914,20000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390004,730439,"OTH PIPES/TUBES/HOLLOW PROF, SEAMLESS, IRON/NONALLOY STL, NT CLD-TREATED, CIR X-SECTION FOR BOILERS, SUPRHTRS, OUTSIDE DIAM 38.1MM A OV,LS THN 190.5MM","TUBE,PIPE,PROFIL,SMLS,IRN/STL,BOILER 38.1-190.5MM",KG,,67914,20000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390006,730439,"OTH PIPES/TUBES/HOLLOW PROF, SEAMLESS, IRON/NONALLOY STL, NT CLD-TREATED, CIR X-SECTION FOR BOILRS, SUPRHTRS, OUTSIDE DIAM 190.5MM BUT NT OVER 285.8MM","TUBS,PIPE,PROFIL,SMLS,IRN/STL,BOILR,190.5-285.8MM",KG,,67914,20000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390008,730439,"OTH PIPES/TUBES/HOLLOW PROF., SEAMLESS, IRON/NONALLOY STEEL, NOT COLD-TREATED, CIRCULAR CROSS-SECTION FOR BOILERS, SUPRHTRS, OUTSIDE DIAM OVER 285.8MM","TUBS,PIPE,PROFIL,SMLS,IRN/STL,BOIL,DIAM GT 285.8MM",KG,,67914,20000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390016,730439,"OTHER SEAMLESS TUBES, PIPES, HOLLOW PROFILES, IRON O NONALLOY STEEL, CIRCULAR CROSS SECTION, NT COLD-TREATED, GALVANIZED, OUTSIDE DIAM NT OVER 114.3MM","TUBE,PIPE,PROF,SMLS,IRN/STL,GALVANIZED,LT=114.3MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390020,730439,"OTH PIPES/TUBES/HOLLOW PROF., SEAMLESS, IRON/NONALLOY STEEL, CIRCULAR CROSS-SECTION, NT COLD-TREATED, NT GALVANIZED, OUTSIDE DIAMETER LESS THAN 38.1MM","TUBE,PIPE,PROFIL,SMLS,IRN/STL,NESOI,DIAM LT 38.1MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390024,730439,"OTH PIPES/TUBES/HOLLOW PROF, SEAMLESS, IRON/NONALLOY STL, CIR X-SECT, NT CLD-TREATED, NT GALVANIZED, OUTSIDE DIAM 38.1-114.3MM, WALLS LS THN 6.4MM THK","TUBE,SMLS,IR/STL,NESOI,38.1 LT=114.3 WAL LT 6.4MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390028,730439,"OTH PIPES/TUBES/HOLLOW PROF, SEAMLESS, IRON/NONALLOY STEEL, CIRC X-SECTION, NT COLD-TREATED, NT GALVANIZED, O/DIAM 38.1-114.3MM, WALLS 6.4-12.7MM THK","TUBE,PIPE,I/S,NESOI,38.1 LT=114.3WAL6.4 LT=12.7MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390032,730439,"OTH PIPES/TUBES/HOLLOW PROF, SEAMLESS, IRON/NONALLOY STEEL, CIRC X-SECT, NT CLD-TREATED, NT GALVNZED, OUTSIDE DIAM 38.1-114.3MM, WALLS OVER 12.7MM THK","TUBE,PIPE,SMLS,NESOI,38.1 LT=114.3WALGT 12.7MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390036,730439,"OTH PIPES/TUBES/HOLLOW PROF, SMLS, IRON/NONALLOY STL, CIR X-SECT, NT CLD-TREAT, NT GLVNZD, OUTSIDE DIAM OV 114.3MM BUT UN 190.5MM, WALLS UN 12.7MM THK","PIPE,SMLS,IRN/STL,OTH, DIAM114.3-190.5WAL LT12.7MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390040,730439,"OTH PIPES/TUBES/HOLLOW PROF, SMLS, IRON/NONALLOY STL, CIR X-SECT, NT CLD TREAT, NT GLVNZD, O/DIAM OV 114.3 BUT UN 190.5MM, WALLS 12.7 A OV BUT UN 19MM","PIPE,SMLS,I/S,NESOI,DIAM 114.3-190.5",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390044,730439,"OTH PIPES/TUBES/HOLLOW PROF, SMLS, IRON/NONALLOY STL, CIRC X-SECT, NT COLD-TREAT, NT GLVNZD, OUTSIDE DIAM OV 114.3 BUT UN 190.5MM, WALLS 19MM A OV THK","PIPE,SMLS,IRN/STL,NESOI,DIAM 114.3-190.5WAL GT19MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390048,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM 190.5, NOV 285.8 MM, WALL THKNS NOV 12.7 MM","PIPES,SMLS,I/S,NESOI,DIAM,190.5-285.8,WAL LT12.7MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390052,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM 190.5, NOV 285.8 MM, WALL THKNS 12.7 LESS THAN 19 MM","PIPE,SMLS,I/S,NESOI,DIAM190.5-285.8,WALL12.7-19MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390056,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM 190.5, NOV 285.8 MM, WALL THKNS19 MM OR MORE","PIPE,SMLS,NESOI,DIAM 190.5-285.8,WALL GT=19MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390062,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM OV 285.8, NOV 406.4 MM, WALL THKNS NOV 12.7 MM","PIPE,SMLS,I/S,NESOI,DIAM 285.8-406.4,WAL LT 12.7MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390068,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM OV 285.8, NOV 406.4MM,WALL THKNS 12.7 MM OR MORE LS THN 19MM","PIPE,SMLS,I/S,NESOI,DIAM 285.8-406.4WALL12.7-19MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390072,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM OV 285.8, NOV 406.4 MM, WALL THKNS 19 MM OR MORE","PIPE,SMLS,IR/STL,NESOI,DIAM 285.8-406.4WAL GT 19MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390076,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM OV 406.4 MM, WALL THKNS LESS THAN 19 MM","TUBE,PIPE,SMLS,I/S,NESOI,DIAM GT 406.4,WAL LT 19MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304390080,730439,"OTHER PIPES, TUBES ETC, SMLS, IRN OR NAL STL, CIRC CS, NT CLD-TRTED, NT GALVNZD, OS DIAM OV 406.4 MM, WALL THKNS 19 MM OR MORE","TUBE,PIPE,SMLS,I/S,NESOI,DIAM GT 406.4,WAL GT=19MM",KG,,67914,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304413005,730441,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, CIRCULAR CROSS SECTION, HIGH-NICKEL STAINLESS STEEL,COLD-ROLLED OR DRAWN, EXTERNAL DIAMETER LESS THAN 19MM",TUBES/ETC SMLS CCS HI-NI SS CLD-RLD EXT DI UN 19MM,KG,,67915,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304413015,730441,"TUBES, PIPES, HOLLOW PROFILES, SEAMLESS, CIRCULAR CRSS-SEC STAINLESS STEEL, COLD-ROLLED,FOR BOILERS,SUPERHEATERS, ETC, EXTERNAL DIAMETER UNDER 19MM",TUBES PPS ETC SMLS CS SS BLRS ETC CR EXT DIA UN 19,KG,,67915,21180,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304413045,730441,"TUBES, PIPES, HOLLOW PROFILES, SEAMLESS, CIRCULAR CROSS-SECTION, STAINLESS STEEL, COLD-ROLLED, NESOI, EXTERNAL DIAMETER LESS THAN 19MM",TUBES PPES ETC SMLS CCS SS CR NES EXT DIAM UN 19MM,KG,,67915,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304416005,730441,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, CIRCULAR CROSS SECTION, HIGH-NICKEL STAINLESS STEEL,COLD-ROLLED OR DRAWN,EXTERNAL DIAMETER 19MM OR MORE",TBES/ETC SMLS CCS HI-NI SS CLD-RLD EXT DIA 19MM OM,KG,,67915,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304416015,730441,"TUBES, PIPES, HOLLOW PROFILES, SEAMLESS, CIRCULAR CROSS-SEC STAINLESS STEEL, COLD-ROLLED,FOR BOILERS, SUPERHEATERS,ETC, EXTERNAL DIAMETER 19MM OR MORE",TUBES PPS ETC SMLS CCS SS CR BLRS EXT DI 19MM OM,KG,,67915,21180,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304416045,730441,"TUBES, PIPES, HOLLOW PROFILES, SEAMLESS, CIRCULAR CROSS-SECTION, STAINLESS STEEL, COLD-ROLLED, NESOI, EXTERNAL DIAMETER 19MM OR MORE",TUBES PPES ETC SMLS CCS SS CR NES EXT DIAM 19MM OM,KG,,67915,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304490005,730449,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, CIRCULAR CROSS SECTION OF HIGH-NICKEL STAINLESS STEEL, NOT COLD-DRAWN OR COLD-ROLLED",TUBES PIPES ETC SMLS CIRC CS HI-NI SS NOT COLD-RLD,KG,,67915,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304490015,730449,"HOLLOW BARS OF STAINLESS STEEL, SEAMLESS, CIRCULAR CROSS SECTION, NESOI, NOT COLD-DRAWN OR COLD-ROLLED","HOLLOW BRS SS SMLS CIRC CS NOT COLD-DRAWN, NESOI",KG,,67915,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304490045,730449,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, CIRC CS OF STAINLESS STEEL, NOT COLD-ROLLED, NOT HOLLOW BARS, SUITABLE FOR USE IN BOILERS, SUPERHEATERS ET",TUBES PIPES ETC SS CIRC CS NT HLW BARS FOR BOILERS,KG,,67915,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304490060,730449,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, NESOI, CIRC CS OF STAINLESS STEEL, NOT COLD-ROLLED, NOT HOLLOW BARS, NOT SUITABLE FOR USE IN BOILERS, ETC",TUBES PIPES ETC SS CIRC CS NT HLW BRS NT FR BOILRS,KG,,67915,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304511000,730451,"TUBES, PIPES AND HOLLOW PROFILES, SMLS, CIRC CS, ALLOY STL NOT STAINLESS, NESOI, COLD-DRAWN OR COLD-ROLLED, SUITBLE FOR MANF BALL OR ROLLER BEARINGS",TUBES ETC SMLS CIRC ALY NT STNL C-R FR BAL BEARNGS,KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304515005,730451,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, CIRCULAR CROSS SECTION OF HIGH-NICKEL ALLOY STEEL, NESOI, COLD-DRAWN OR COLD-ROLLED",TUBES ETC SMLS CIRC CS HI-NI ALY STL NES CLD-ROLLD,KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304515015,730451,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, CIRC CS, NESOI, COLD-DRAWN OR COLD-ROLLED OF HEAT RESISTING STEEL, SUITABLE FOR USE IN BOILERS, ETC",TUBES ETC SMLS CIRC CS HEAT RESIS ST NES CR FR BLR,KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304515045,730451,"TUBES PIPES AND HOLLOW PROFILES, SEAMLESS, CIRC CS COLD-DRAWN OF ALLOY STEEL, NOT STAINLS STL, SUITABLE FOR USE IN BOILRS ETC NOT OF HEAT RESISTING ST",TUBES ETC SMLS CIRC CS CR FR BOILRS NT HT RESIS ST,KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304515060,730451,"TUBES, PIPES, ETC, SEAMLESS, CIRC CS, COLD-ROLLED ALLOY STEEL, NOT STAINLESS STEEL, NOT SUITABLE FOR USE IN BOILERS ETC OR FOR BALL BEARINGS",TUBES ETC SMLS CIRC ALY STL NT SS CR NT FR BLRS ET,KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304591000,730459,"TUBES, PIPES AND HOLLOW PROFILES, SMLS, CIRC CS, ALLOY ST NOT STAINLS, NESOI, NOT COLD-DRAWN OR COLD-ROLLED, SUITBL FOR MANU BALL OR ROLLER BEARINGS",TUBES ETC SMLS CIRC ALY NT STLS NT C-R FR BL BRNGS,KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304592030,730459,"TUBES, PIPES AND HOLLOW PROFILES, SMLS, CIRC CS, NESOI, NOT COLD-DRAWN OR CLD-ROLLED OF HEAT RESISTING STL SUITBL FOR BOILERS, SUPRHEATRS ETC NT BLBRG",TUBES ETC SMLS CIRC HT RESIS ST NES NCR FR BOILERS,KG,,67916,21180,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304592040,730459,"OTHER TUBES, PIPES ETC; SMLS; AL STL NOT SS; NT CLD-TRTED; CIRC CS, FOR BOLRS, SUPRHETRS,ETC; NT HEAT-RESISTNG STL; OD 38.1 MM OR LESS","OTH TPS,SMS,ASNSS,CS,FR BLRS,ETC,NT HRS OD38.1MMOL",KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304592045,730459,"OTHER TUBES, PIPES ETC; SMLS, AL STL NOT SS; NT CLD-TREATED; CIRC CS; FOR BOLRS, SUPRHETRS,ETC; NT HEAT-RESISTNG STL; OD 38.1 OR MORE NT OV 114.3 MM","OTH TPS,SMS,ASNSS,CS,FBLRS,ETCNHRSOD38.1NOV114.3MM",KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304592055,730459,"OTHER TUBES, PIPES ETC; SMLS, AL STL NOT SS; NT CLD-TRTED; CIRC CS; FOR BOLRS, SUPRHETRS,ETC; NT HEAT-RESISTNG STL; OD OV 114.3 MM LS THN 190.5 MM","OYH TPS;SMLS;ASNSS;CS;FBLRS,NHR OD OV114.3NOV190.5",KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304592060,730459,"OTHER TUBES, PIPES ETC; SMLS, AL STL NOT SS; NT CLD-TRTED; CIRC CS; FOR BOLRS, SUPRHETRS,ETC; NT HEAT-RESIISTNG STL; OD 190.5 MM OR MORE NT OV 285.8MM","OTH TPS;SMS;ASNSS;CS;FBLRS,NHR OD 190.5NOV285.8MM",KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304592070,730459,"OTHER TUBES, PIPES ETC; SMLS, AL STL NOT SS; NT CLD-TRTED; CIRC CS; FOR BOLRS, SUPRHETRS,ETC; NT HEAT-RESISTNG STL; OD OV 285.8 LESS THAN 406.4 MM BRG","OTH TPS,SMS,ASNSS,CS,FBLRS,NHR OD OV285.8 L406.4MM",KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304592080,730459,"OTHER TUBES, PIPES ETC; SMLS, AL STL NOT SS; NT CLD-TRTED; CIRC CS; FOR BOLRS, SUPRHETRS,ETC; NT HEAT-RESISTNG STL; OD OV 406.4 MM","OTH TPS,SMS,ASNSS,CS,FBLRS,ETC,NHRS OD OV 406.4 MM",KG,,67916,20000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304596000,730459,"TUBES PIPES AND HOLLOW PROFILES, SMLS CIRC CS NESOI NOT COLD-DRWN OR CLD-RLD, OF HEAT RESISTING STL NT SUITBL FR BOILRS, SUPRHTRS ETC NT FR BALL BRNGS",TUBES ETC SMLS CIRC HT RESIS ST NES NCR NT FR BLRS,KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598010,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS,CIRC CS, NT CLD-TRTED, NESOI, OD LESS THAN 38.1 MM","OTH TPS,SMS,ASNSS,CS,NTCL-T,NESOI,OD UN 38.1 MM",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598015,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD 38.1 MM OR MORE NT OV 114.3 MM, WALL THICKNESS LS THAN 6.4 MM","OTH TPS,SMS,ASNSS,CS,NESOI OD38.1NOV114.3MMWL6.4MM",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598020,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD 38.1 MM OR MORE NT OV 114.3 MM, WALL THKNS 6.4 MM OR MOR NT OV 12.7 MM","OTH TPS,SMS,ASNSS,CS,NES,OD38.1NOV114.3W6.4NOV12.7",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598025,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOY SS, CIRC CS, NT CLD-TRTED, NESOI, OD 38.1 MM OR MORE NT OV 114.3 MM, WALL THKNS OV 12.7 MM","OTH TPS,SMS,ASNSS,CS,NESOI,OD38.1 NOV114.3WTOV12.7",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598030,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD OV 114.3 MM LS THN 190.5 MM, WALL THKNS LS THN 12.7 MM","OTH TPS,SMS,ASNSS,CS NES,ODOV114.3UN190.5,WTUN12.7",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598035,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD OV 114.3 MM LS THN 190.5 MM WALL THKNS 12.7 MM OR MORE LS THN 19 MM","OTH TPS,SMS,ASNSS,CS NES,ODOV114.3UN190.5WT12.7U19",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598040,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD OV 114.3 MM LS THN 190.5 MM, WALL THKNS 19 MM OR MORE","OTH TPS,SMS,ASNSS,CS,NESOI,ODO114.3UN190.5WT19O O",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598045,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD 190.5 MM OR MORE NT OV 285.8 MM, WALL THKNS LS THN 12.7 MM","OTH TPS,SMS,ASNSS,CS,NES,OD190.5,NTOV285.8WTUN12.7",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598050,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI,OD 190.5 MM OR MORE NT OV 285.8 MM, WALL THKNS 12.7 MM OR MORE LS THN 19 MM","OTH TPS,SMS,ASNSS,CS,NES,OD190.5 NOV285.8WT12.7U19",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598055,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD 190.5 MM OR MORE NT OV 285.8 MM, WALL THKNS 19 MM OR MORE","OTH TPS,SMS,ASNSS,CS,NES,OD190.5 NOV285.8 WT19O OV",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598060,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD OV 285.8 MM NT OV 406.4 MM, WALL THKNS LS THN 12.7 MM","OTH TPS,SMS,ASNSS,CS,NESOI,ODO285.8NOV406.4WTU12.7",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598065,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD OV 285.8 MM NT OV 406.4 MM, WALL THKNS 12.7 MM OR MORE LS THN 19 MM","OTH TPS,SMS,ASNSS,CS,NES,ODOV285.8NOV406.4W12.7U19",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598070,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, NT CLD-TRTED, NESOI, OD OV 285.8 MM NT OV 406.4 MM, WALL THKNS 19 MM OR MORE","OTH TPS,SMS,ASNSS,CS,NES,ODOV285.8NOV406.4,WT19 AO",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304598080,730459,"OTHER TUBES, PIPES ETC, SMLS, AL STL NOT SS, CIRC CS, CLD-TRTED, NESOI, OD OV 406.4 MM","OTH TPS,SMS,ASNSS,CS,NESOI,OD OV 406.4 MM",KG,,67916,15000,331210,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304901000,730490,"TUBES, PIPES AND HOLLOW PROFILES, SMLS, NESOI, OF NONCIRC CS W WALL THICKNESS 4MM OR MR, OF IRON OR NONALLOY STEEL",TUBES ETC SMLS NES NONCIRC CS OV 4MM THCK IR/NALST,KG,,67917,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304903000,730490,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, NESOI, OF NONCIRC CRS SECTION W WALL THICKNESS 4MM OR MOR OF ALLOY STEEL",TUBES ETC SMLS NES NONCIRC CS OV 4MM THCK ALLOY ST,KG,,67917,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304905000,730490,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, NESOI, OF NONCIRCULAR CROSS SECTION, W WALL THICKNESS LESS THN 4MM, OF IRON OR NONALLOY STEEL",TUBES ETC SMLS NES NONCIRC CS 4MM THCK OR LS I/NAS,KG,,67917,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
7304907000,730490,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, NESOI, OF NONCIRCULAR CROSS SECTION, W WALL THICKNESS LESS THN 4MM, OF ALLOY STEEL",TUBES ETC SMLS NES NONCIRC CS 4MM THCK OR LS ALSTL,KG,,67917,15000,331110,2025,section232_core_steel,Proclamation 9705 core steel range 7304.10-7306.90
